,H,diameter,albedo,rot_per,diameter_sigma,epoch,e,a,q,i,om,w,ma,ad,n,tp,per,moid,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms,neo_flag,pha_flag,class_var
3840,13.1,6.252,0.294,3.595,0.11,2458600.5,0.1606874256387169,2.27352386660693,1.908197169353681,5.223982092190683,46.07632195441946,359.6572821027439,118.2520674856107,2.638850563860179,0.2875112199655946,2458189.204512124,1252.125047652331,0.917088,2.74247,3.588,3.6979e-08,7.5049e-09,8.5363e-08,4.0989e-06,3.8097e-05,3.9649e-05,1.0984e-05,8.7109e-09,1.4236e-09,3.765e-05,6.1999e-06,0.44581,0,0,S
3843,11.7,15.538,0.168,13.33,0.718,2458600.5,0.1040351605176439,2.732478862236245,2.448204985192428,3.829833590752758,137.9689075511014,230.2679048692433,46.732272223134,3.016752739280062,0.2182070898618803,2458386.335225369,1649.808905053777,1.44814,2.43758,3.343,4.2199e-08,1.2829e-08,1.1664e-07,4.5142e-06,6.6421e-05,6.9482e-05,2.0961e-05,1.4164e-08,1.5368e-09,9.5942e-05,1.1619e-05,0.46678,0,0,L
3848,13.0,5.798,0.398,2.778,0.125,2458600.5,0.0479787344830828,2.474118543042112,2.355413466385823,5.775215588653327,25.9223563274903,78.11690342110853,85.65109897050937,2.592823619698401,0.2532639158928229,2458262.3108873954,1421.442129767693,1.38057,2.45915,3.474,3.2362e-08,9.3538e-09,8.0141e-08,5.0477e-06,3.5897e-05,7.647e-05,6.4774e-05,9.8026e-09,1.4363e-09,0.00025584,8.061e-06,0.49977,0,0,V
3859,11.6,12.812,0.172,6.114,0.184,2458600.5,0.1531382247697538,2.806743274314694,2.376923591901695,8.12896111099818,289.4555188494659,44.28133575268915,338.8977310241568,3.236562956727691,0.2096042276315901,2458701.176733548,1717.522609480723,1.3732,2.12841,3.291,4.301e-08,1.5515e-08,1.2488e-07,4.9243e-06,2.6539e-05,2.9921e-05,1.5834e-05,1.7891e-08,1.738e-09,7.5943e-05,1.4241e-05,0.45788,0,0,S
3860,12.3,8.175,0.29,11.91,0.216,2458600.5,0.1906871394932844,2.553398101624913,2.066497921638475,5.672154242301383,198.1049241204917,342.9733437986201,249.7783412637189,3.04029828161135,0.2415606987255091,2459056.7896999298,1490.308654923524,1.07045,1.92732,3.406,4.5901e-08,8.9397e-09,1.2029e-07,4.3377e-06,3.5306e-05,3.6355e-05,1.1078e-05,1.0644e-08,1.2686e-09,4.7398e-05,7.8266e-06,0.47587,0,0,S
3864,12.7,7.972,0.088,5.42,0.068,2458600.5,0.07988660997835183,2.398570139513251,2.206956502272234,6.554700952129576,214.4857007384638,32.84702569998927,3.17342688944825,2.590183776754266,0.2653233302709848,2458588.539397492,1356.835072258132,1.19686,2.41459,3.514,2.8455e-08,8.5875e-09,6.9728e-08,3.7569e-06,2.8621e-05,3.812e-05,2.507e-05,9.2735e-09,1.4249e-09,9.4477e-05,7.2867e-06,0.46785,0,0,X
3872,12.8,5.021,0.419,2.4782,0.581,2458600.5,0.1335851102536469,1.892018914239598,1.639273358978915,23.35735500740612,250.0533928094195,267.6163255556317,7.971762068024112,2.144764469500279,0.3787179270148455,2458579.4506609025,950.5755453342672,0.787059,3.07379,3.847,5.1574e-08,7.5567e-09,9.7519e-08,6.0193e-06,1.3101e-05,2.6981e-05,2.8079e-05,8.5661e-09,2.2689e-09,7.409e-05,5.6949e-06,0.41957,0,0,S
3884,12.8,15.049,0.055,5.803,0.136,2458600.5,0.07144493050615847,2.753789250813794,2.557044969160797,5.323077197226421,144.9774463026999,153.2276085565437,203.8233333788368,2.950533532466792,0.2156790805017711,2459324.6159701617,1669.146581868165,1.54203,2.19986,3.335,4.1118e-08,1.5146e-08,1.0979e-07,5.0047e-06,5.464e-05,7.1546e-05,4.8564e-05,1.6228e-08,1.7794e-09,0.00022698,1.3771e-05,0.48175,0,0,C
3899,13.4,4.959,0.413,5.324,0.35,2458600.5,0.138501140024402,2.370911825195024,2.042537834508177,6.71509405116642,338.1761126282704,55.73331266209784,43.75988448533432,2.699285815881871,0.2699796125586488,2458438.414114808,1333.434019658783,1.05599,2.75397,3.523,3.2608e-08,9.102e-09,7.8304e-08,5.191e-06,2.9058e-05,3.4387e-05,1.8025e-05,1.0363e-08,1.5547e-09,6.6619e-05,7.6787e-06,0.47724,0,0,V
3902,12.1,9.755,0.294,28.09,0.127,2458600.5,0.08002604517257077,2.931140425798216,2.69657284967614,1.310829202074698,342.0224222195679,306.1863414654492,179.1601649953538,3.165708001920292,0.1964034607530327,2457688.2952745412,1832.961591510251,1.67985,1.95546,3.271,3.6052e-08,1.832e-08,1.0674e-07,5.6658e-06,0.00017118,0.00017496,3.6111e-05,1.9786e-08,1.8413e-09,0.00018498,1.7184e-05,0.46758,0,0,S
3907,17.3,1.0,0.23,4.42601,0.15,2454919.5,0.458790347015689,1.926906987078583,1.042860661809844,2.181665148304353,261.5238230538287,126.2442660561157,233.5145070402021,2.810953312347321,0.36847917360944,2455262.763614388,976.9887303904256,0.0555272,2.65108,3.781,4.1563e-09,2.2013e-09,8.0859e-09,1.3407e-06,4.7717e-05,4.7253e-05,1.2906e-06,3.2113e-09,6.3143e-10,3.9579e-06,1.6742e-06,0.44074,1,1,V
3957,12.3,6.084,0.61,11.2947,0.291,2458600.5,0.2087312566628217,2.467589941102499,1.952526791767636,4.824575681170841,11.63185769508808,29.25311813898016,306.0322146185975,2.982653090437362,0.254269686202831,2458812.746242119,1415.819578716229,0.961573,2.44557,3.451,4.0539e-08,1.0269e-08,1.0091e-07,5.381e-06,4.0342e-05,4.2083e-05,1.1425e-05,1.2412e-08,1.5872e-09,4.5179e-05,8.8379e-06,0.45461,0,0,X
3970,11.3,31.996,0.058,5.552,0.15,2458600.5,0.1845943703732116,2.848192408668087,2.322432124288241,13.01121634448787,284.8166405241492,83.36054622649479,137.9719540085439,3.373952693047933,0.205045426578283,2457927.615184616,1755.708508146402,1.3636,2.28353,3.244,6.5756e-08,1.8025e-08,1.8124e-07,5.3004e-06,2.675e-05,3.0898e-05,1.43e-05,2.1352e-08,1.9464e-09,6.8837e-05,1.6666e-05,0.45119,0,0,C
3975,11.7,29.049,0.046,15.6912,0.16,2458600.5,0.07152471269400235,2.757009264287677,2.559814968764798,12.71793521884368,222.4342239216593,103.4258220737097,217.8157568381628,2.954203559810556,0.2153013414415203,2459260.8964574016,1672.075044166794,1.58551,2.27531,3.304,3.5069e-08,1.4071e-08,9.7882e-08,5.2938e-06,1.7692e-05,4.1408e-05,3.6732e-05,1.5078e-08,1.6483e-09,0.00017094,1.2801e-05,0.45986,0,0,X
3984,11.4,19.631,0.106,4.298,0.186,2458600.5,0.09682153658447372,2.850142927324505,2.574187709615576,16.29931239603241,83.99175894800014,152.5671445129764,319.8401841087144,3.126098145033434,0.2048349758188229,2458796.5593679408,1757.512351398528,1.56976,1.94502,3.24,5.4392e-08,1.9126e-08,1.5339e-07,6.2393e-06,1.7641e-05,3.263e-05,3.0157e-05,2.0977e-08,2.0618e-09,0.00014798,1.769e-05,0.4348,0,0,X
4036,12.6,7.083,0.352,4.057537,0.165,2458600.5,0.160473433064814,2.770535196911259,2.325937902436009,8.453164023333477,13.49483453076397,74.42245053021624,47.66856102712417,3.215132491386509,0.2137265946836264,2458377.464766141,1684.394965132431,1.35909,2.06513,3.303,3.7271e-08,1.5983e-08,1.0774e-07,7.2354e-06,2.8086e-05,3.6735e-05,2.5303e-05,1.8548e-08,1.8495e-09,0.00011743,1.4576e-05,0.4523,0,0,S
4038,12.8,6.634,0.473,2.77203,0.703,2458600.5,0.0622383818867037,2.416476458875994,2.266078874208241,5.044140005852463,275.4589433608743,126.114954818337,108.6068007024719,2.566874043543748,0.2623796938277427,2458186.5700989543,1372.057397994934,1.27846,2.67275,3.508,4.3174e-08,9.2548e-09,1.0667e-07,3.779e-06,5.6538e-05,6.6079e-05,3.3983e-05,9.8308e-09,1.5073e-09,0.00012914,7.8822e-06,0.44896,0,0,S
4071,13.4,4.694,0.384,4.006,0.161,2458600.5,0.06468018661501902,2.144908832784735,2.006175729208015,2.161292373983116,21.30227003208152,126.2386463842494,242.0652959554967,2.283641936361454,0.3137551169992478,2458976.381372621,1147.391645570718,1.01865,2.70069,3.706,4.2705e-08,6.7233e-09,9.0352e-08,3.9354e-06,0.00010147,0.00010458,2.4872e-05,7.1581e-09,1.4752e-09,7.9394e-05,5.3948e-06,0.46384,0,0,S
4081,13.5,9.535,0.029,4.03632,0.066,2458600.5,0.2584951609785638,2.389468291676619,1.771802300966497,9.598677452961155,294.352939695088,100.2128623655914,117.4231902744953,3.00713428238674,0.2668407583373708,2458160.4503201605,1349.1192359184,0.808239,2.52289,3.469,3.3689e-08,8.5956e-09,8.2311e-08,4.8027e-06,2.5393e-05,2.7749e-05,1.1186e-05,1.0817e-08,1.4399e-09,4.1029e-05,7.2797e-06,0.47152,0,0,C
4106,12.1,12.854,0.169,15.31,0.072,2458600.5,0.2023803366658263,2.554819799991604,2.037774508748784,17.53006830188862,148.9927816454901,312.496299740937,234.3965808913683,3.071865091234424,0.2413590923328526,2459120.9006109512,1491.553504450259,1.0906,2.13924,3.345,3.7059e-08,1.3969e-08,9.2963e-08,7.4682e-06,1.6562e-05,2.7278e-05,2.141e-05,1.6796e-08,1.9795e-09,8.9667e-05,1.2233e-05,0.42822,0,0,C
4115,13.7,4.693,0.245,38.143,0.065,2458600.5,0.08053585625475845,1.872350711823961,1.721559344038012,24.11188325913826,185.094012421911,322.625619643191,320.1419666304718,2.02314207960991,0.3847009632058435,2458704.107833569,935.7917822716066,0.746764,2.97023,3.871,5.3674e-08,5.5571e-09,1.0196e-07,7.5211e-06,8.8719e-06,4.1213e-05,3.7908e-05,6.0047e-09,1.7127e-09,9.8381e-05,4.1661e-06,0.43827,0,0,S
4134,12.4,24.207,0.03,10.559,0.222,2458600.5,0.2334646548199602,2.787884977002754,2.137012373169053,7.94396694039109,199.8682147122342,175.8418482291171,85.68822670413218,3.438757580836454,0.2117345822966709,2458195.803583502,1700.241859856354,1.13776,2.02401,3.276,4.403e-08,1.4182e-08,1.249e-07,5.3013e-06,2.971e-05,3.0915e-05,9.9058e-06,1.7493e-08,1.6157e-09,4.539e-05,1.2974e-05,0.48954,0,0,C
4155,12.5,15.479,0.091,12.015,0.067,2458600.5,0.1923983647718162,2.698122861595541,2.179008435071106,14.26182197493304,308.1465035535107,129.8710089508928,51.43081763364344,3.217237288119977,0.2223880727526025,2458369.233920857,1618.791851307984,1.22318,2.07463,3.298,3.7947e-08,1.6695e-08,1.0454e-07,6.3799e-06,2.3284e-05,3.1336e-05,2.221e-05,1.9908e-08,2.0641e-09,9.8681e-05,1.5025e-05,0.43203,0,0,C
4181,12.2,10.397,0.215,3.0179,0.207,2458600.5,0.1311059163734636,2.800950798974503,2.433729577757966,8.048626084569088,261.5263513292794,30.75879904763026,125.5440451793027,3.16817202019104,0.2102547682371179,2458003.395609779,1712.208493621436,1.42084,1.99923,3.298,3.7972e-08,1.5803e-08,1.0824e-07,3.8554e-06,3.9201e-05,4.4586e-05,2.3185e-05,1.7875e-08,1.7794e-09,0.00010908,1.449e-05,0.47999,0,0,S
4182,14.4,2.945,0.097,3.5595,0.115,2458600.5,0.6342867061820877,1.982718743421889,0.7251066023713313,6.704164507343881,294.8739895049031,236.3587933975849,190.1366768488342,3.240330884472448,0.3530306445740087,2459081.65744557,1019.741502708358,0.0284265,1.79639,3.572,2.5129e-08,2.306e-09,4.9278e-08,3.7629e-06,2.7299e-05,2.7435e-05,4.2928e-06,3.7686e-09,6.1588e-10,1.272e-05,1.779e-06,0.46333,1,1,S
4187,12.9,6.588,0.338,2.58,0.156,2458600.5,0.1498114534425018,2.335601131107034,1.985701330993938,6.124052173870139,136.2332890036152,228.1318659532566,303.2647219691012,2.68550093122013,0.2761252095999775,2458805.969388735,1303.756366619085,0.988022,2.76875,3.545,4.0035e-08,9.2433e-09,9.4365e-08,3.9276e-06,4.0702e-05,4.2955e-05,1.7133e-05,1.0628e-08,1.6392e-09,6.2763e-05,7.7396e-06,0.5004,0,0,V
4214,12.6,6.551,0.412,12.6,0.385,2458600.5,0.06192779810299434,2.416600153196244,2.266945426813442,5.753331529392686,246.7389488608984,279.4956279842767,3.263438126114869,2.566254879579046,0.2623595491241231,2458588.061199365,1372.162748418518,1.28205,2.43307,3.507,4.2251e-08,1.0512e-08,1.0318e-07,4.7761e-06,4.2843e-05,5.7658e-05,3.9238e-05,1.1163e-08,1.7118e-09,0.00014954,8.9529e-06,0.46803,0,0,V
4221,12.3,9.636,0.209,3.8732,0.121,2458600.5,0.2959815480523189,2.366624816608727,1.666147539729841,3.74082503282962,206.8204821821127,217.9296318153878,266.5801310280417,3.067102093487613,0.2707135241367427,2458945.5875580367,1329.819044497227,0.681142,2.27206,3.484,4.0078e-08,8.097e-09,9.3522e-08,4.767e-06,5.8349e-05,5.8765e-05,8.5324e-06,1.0494e-08,1.3893e-09,3.2637e-05,6.8246e-06,0.50533,0,0,S
4264,13.0,14.244,0.056,5.7279,0.16,2458600.5,0.1991461073625035,2.428782739997057,1.945100111697408,4.357512158416106,127.1439583533039,243.0253375222491,296.550436667211,2.912465368296706,0.2603880636295457,2458844.1730871927,1382.551853498831,0.948288,2.5525,3.478,4.4858e-08,1.0433e-08,1.0622e-07,4.0469e-06,5.5765e-05,5.6798e-05,1.5342e-05,1.2511e-08,1.6778e-09,6.0056e-05,8.9082e-06,0.52314,0,0,C
4271,12.8,7.675,0.119,2.8087,0.17,2458600.5,0.2485439818379215,2.368356028341982,1.77971539064802,9.268874963544889,184.3886451076769,183.9773308977662,356.7306112980445,2.956996666035943,0.2704167506989472,2458612.590185588,1331.278476904654,0.778018,2.50211,3.487,3.7654e-08,7.1743e-09,8.9826e-08,3.9426e-06,1.9668e-05,2.0543e-05,6.3548e-06,8.9574e-09,1.2287e-09,2.3521e-05,6.0491e-06,0.44749,0,0,S
4283,13.3,10.938,0.128,4.0584,0.087,2458600.5,0.274067029193535,2.400238457851473,1.742412234352048,11.7709054801882,137.4546582138308,167.9047284876756,27.37583637106797,3.058064681350899,0.265046753468357,2458497.213179796,1358.2509322944,0.728648,2.22975,3.447,3.6483e-08,8.6776e-09,8.765e-08,4.5446e-06,2.5198e-05,2.7285e-05,1.2295e-05,1.1056e-08,1.4373e-09,4.6182e-05,7.3657e-06,0.46338,0,0,C
4286,13.4,5.9,0.214,5.494,0.1,2458600.5,0.1864603980419645,2.207973439044099,1.796273832733851,5.482890302701872,52.9175641930122,257.4206751942902,38.81518389001943,2.619673045354348,0.3004092539992589,2458471.2923162375,1198.365214145128,0.790948,2.64768,3.631,3.8177e-08,7.4131e-09,8.686e-08,4.8251e-06,4.0177e-05,4.2165e-05,1.3222e-05,8.7953e-09,1.5129e-09,4.3779e-05,6.0351e-06,0.47377,0,0,S
4296,13.1,3.668,1.0,4.105,0.093,2458600.5,0.1927284550428234,2.335412273765044,1.88531187435426,5.860393353781729,121.7039603924277,181.1533882889171,161.9138503174666,2.785512673175829,0.2761587043246429,2458014.192750647,1303.598236674793,0.869192,2.44667,3.536,3.4488e-08,9.2636e-09,7.9688e-08,3.7771e-06,4.2637e-05,4.4278e-05,1.4166e-05,1.1049e-08,1.6431e-09,4.9814e-05,7.7562e-06,0.50134,0,0,C
4298,12.8,7.938,0.256,26.0,0.231,2458600.5,0.1711422002522736,2.24387108205912,1.859850047993072,5.08601566803723,104.4006099805722,272.6270368680674,275.5957818644819,2.627892116125167,0.2932292040154554,2458888.3438333552,1227.708547000746,0.869056,2.84125,3.608,4.7744e-08,6.8729e-09,1.0735e-07,3.4953e-06,5.412e-05,5.4895e-05,1.0723e-05,8.0491e-09,1.3472e-09,3.7012e-05,5.6406e-06,0.43268,0,0,S
4326,11.7,14.8,0.097,126.562,1.3,2458600.5,0.2254282579998289,2.772331433861511,2.147369588127942,16.67463061810473,55.75464297829487,276.6068430610185,288.4611929097935,3.397293279595079,0.213518913121317,2458935.5466993502,1686.033310760886,1.21296,2.2641,3.239,4.5134e-08,1.9132e-08,1.2441e-07,5.0351e-06,1.6361e-05,2.0125e-05,1.6477e-05,2.3445e-08,2.2102e-09,7.935e-05,1.7453e-05,0.43192,0,0,S
4331,12.8,11.54,0.2306,3.295,0.6,2458600.5,0.3150423623410319,2.584536465868221,1.770297992104555,19.16880355764813,165.9951220539397,198.3324510951889,202.8804761837413,3.398774939631887,0.2372084074099441,2459262.8691189187,1517.652784447253,0.773466,2.06908,3.277,4.437e-08,1.3253e-08,1.1739e-07,5.2574e-06,1.0984e-05,1.2335e-05,7.9515e-06,1.7429e-08,1.8246e-09,3.7218e-05,1.1674e-05,0.45711,0,0,X
4339,12.6,8.11,0.155,7.546,0.138,2458600.5,0.2313345882620315,2.393768815946844,1.84000729251529,25.15575183249115,81.01366684645836,175.8349261410852,318.9647123092923,2.947530339378397,0.2661219924405641,2458754.697281158,1352.763056891672,0.824948,2.13496,3.368,5.6079e-08,1.6326e-08,1.3172e-07,6.6653e-06,1.2399e-05,1.7124e-05,1.5757e-05,2.0103e-08,2.7226e-09,6.0168e-05,1.384e-05,0.47674,0,0,S
4342,12.5,18.271,0.058,7.392,0.328,2458600.5,0.1729035772012396,2.784618922982061,2.303148350056199,6.940998786062495,221.2094433748938,280.4699930030538,239.390466089241,3.266089495907922,0.2121072038317383,2459169.125354217,1697.254942295987,1.32841,1.83084,3.299,3.7393e-08,1.3427e-08,1.0336e-07,4.102e-06,3.4585e-05,3.6362e-05,1.2007e-05,1.5749e-08,1.5342e-09,5.7986e-05,1.2276e-05,0.47415,0,0,C
4351,11.6,11.61,0.29,21.9352,0.112,2458600.5,0.1975322661695866,2.760118920121844,2.214906374932624,11.09335742277449,68.63431721444994,348.5370948080773,146.1865665674657,3.305331465311065,0.2149375938195767,2457920.365064228,1674.904764692731,1.22813,2.04946,3.286,4.0278e-08,1.4759e-08,1.1101e-07,4.6487e-06,2.4628e-05,2.7528e-05,1.2219e-05,1.7674e-08,1.724e-09,5.5248e-05,1.3434e-05,0.45639,0,0,S
4352,12.3,11.239,0.183,4.429,0.145,2458600.5,0.109153644488599,2.345689508675545,2.089648949964938,9.003079355106362,79.05775237950942,196.9648735818442,215.43893483784,2.601730067386152,0.2743457809527354,2459127.4301560246,1312.212634543927,1.07457,2.48695,3.537,3.7506e-08,9.8131e-09,8.7266e-08,4.394e-06,2.7805e-05,3.5471e-05,2.3771e-05,1.0884e-08,1.7216e-09,8.7562e-05,8.2344e-06,0.46773,0,0,X
4368,12.0,16.019,0.12,30.573,0.15,2458600.5,0.2526860897345945,2.609485042302291,1.950104470742013,11.82172494366468,299.3640331966712,76.80752826468246,218.1749513763073,3.26886561386257,0.2338147238436,2459207.07022061,1539.680624393895,0.989422,2.37876,3.335,5.3299e-08,1.0057e-08,1.3917e-07,4.8547e-06,2.6165e-05,2.7696e-05,9.0211e-06,1.2598e-08,1.3516e-09,3.9985e-05,8.9006e-06,0.48008,0,0,X
4373,13.2,5.687,0.388,4.50474,0.095,2458600.5,0.1709518271066679,2.222858081809086,1.842856431324999,4.845760739289316,152.554142001739,339.0585034037639,265.0174063710582,2.602859732293172,0.2973969222863197,2458919.8798809303,1210.503448497053,0.858572,2.44146,3.624,3.4939e-08,7.1942e-09,7.6124e-08,4.1382e-06,4.4173e-05,4.6151e-05,1.4387e-05,8.4241e-09,1.4438e-09,4.8938e-05,5.8766e-06,0.47725,0,0,S
4416,12.0,11.1,0.36,3.1758,0.244,2458600.5,0.1067508562357351,2.758991778176033,2.464467043508388,9.00455241969882,356.2338694845603,225.2106007626868,48.03193136383846,3.053516512843678,0.2150693212433489,2458377.167675863,1673.878905270098,1.46716,1.95715,3.316,4.7968e-08,1.4086e-08,1.3374e-07,6.0515e-06,2.4648e-05,3.6423e-05,2.8048e-05,1.559e-08,1.647e-09,0.00013031,1.2819e-05,0.49339,0,0,S
4421,12.6,6.336,0.118,5.428,0.812,2458600.5,0.1790637355303818,2.237959839635497,1.83722239078339,4.8041834152705,149.9188001244407,214.1402118081174,316.6819689131465,2.638697288487603,0.2943917537001287,2458747.644172832,1222.860339922091,0.836059,2.8141,3.611,3.5106e-08,8.0483e-09,7.8878e-08,3.9097e-06,4.8006e-05,4.9617e-05,1.6058e-05,9.4895e-09,1.5881e-09,5.5022e-05,6.5966e-06,0.47381,0,0,S
4423,11.7,24.019,0.056,14.673,0.266,2458600.5,0.07867584702623448,2.757131395117023,2.540211747243568,14.72228330198232,138.3862441965768,15.8608037073005,143.391231807133,2.974051042990479,0.2152870360078502,2457934.4532446256,1672.186150525446,1.5547,2.04047,3.291,3.9856e-08,1.3167e-08,1.0931e-07,4.4034e-06,1.86e-05,3.6952e-05,3.0771e-05,1.4203e-08,1.5422e-09,0.0001429,1.1979e-05,0.47409,0,0,X
4460,11.4,17.233,0.136,40.8,0.157,2458600.5,0.1305614927506735,2.850744400764237,2.478546956349834,16.02251905083227,133.1937990242883,150.8804872167506,277.0390413623776,3.22294184517864,0.204770152593017,2459005.6418509344,1758.068719690335,1.47301,2.05395,3.236,4.5114e-08,1.8358e-08,1.2775e-07,5.1615e-06,1.8767e-05,2.736e-05,2.171e-05,2.0755e-08,1.978e-09,0.00010726,1.6982e-05,0.49533,0,0,X
4478,12.8,6.883,0.31,2.89,0.129,2458600.5,0.1019596650339657,2.753693081936814,2.472927457696187,5.310185369184227,157.328633618134,55.24254219015238,109.7344622800128,3.03445870617744,0.2156903790354684,2458091.740811154,1669.059146772611,1.47226,1.937,3.331,3.7206e-08,1.3696e-08,1.0421e-07,4.3826e-06,3.9586e-05,4.3991e-05,1.9327e-05,1.5092e-08,1.6092e-09,8.9085e-05,1.2452e-05,0.49864,0,0,S
4511,11.6,10.767,0.265,18.0,0.334,2458600.5,0.2063526700044743,2.768617406404049,2.197305812371711,10.32603915455642,119.4023277717401,357.4109264876027,156.1410395573936,3.339929000436388,0.2139487021905734,2457870.694032688,1682.646336780918,1.21391,1.76741,3.284,3.7365e-08,1.4207e-08,1.0463e-07,4.511e-06,2.8068e-05,3.0653e-05,1.2988e-05,1.7138e-08,1.6468e-09,5.9021e-05,1.2951e-05,0.44185,0,0,S
4533,12.7,15.838,0.064,11.646,0.232,2458600.5,0.1779282992479334,2.796612272292142,2.299015807027303,7.239522580866604,313.2452784435808,311.0202725739324,44.76019960055538,3.294208737556981,0.2107442262987587,2458388.1088926056,1708.231852053925,1.29059,1.85638,3.292,3.6565e-08,1.522e-08,1.0413e-07,4.9022e-06,3.2332e-05,3.5121e-05,1.3972e-05,1.7928e-08,1.7204e-09,6.6012e-05,1.3945e-05,0.48611,0,0,C
4546,11.7,33.036,0.039,7.703,0.214,2458600.5,0.06994650537475648,2.612627793504754,2.429883609504136,18.0171326671649,358.2977237270266,37.59199160377305,126.9235462816082,2.795371977505373,0.2333929642948462,2458056.6809235974,1542.46294907678,1.44746,2.49509,3.336,6.3881e-08,1.2284e-08,1.6534e-07,6.1587e-06,1.2875e-05,3.6672e-05,3.2214e-05,1.3143e-08,1.646e-09,0.00013822,1.0879e-05,0.42597,0,0,X
4569,13.2,3.944,0.952,20.0,0.223,2458600.5,0.1084032525163365,2.198742682485507,1.960391824257583,5.013480847011254,349.1978229735379,208.8862618909518,244.436616503401,2.43709354071343,0.3023030042907487,2458982.776662343,1190.858161812244,0.960814,2.52803,3.654,4.0456e-08,7.7554e-09,8.8278e-08,3.9692e-06,4.883e-05,5.2309e-05,2.0623e-05,8.5961e-09,1.5994e-09,6.9076e-05,6.3006e-06,0.47886,0,0,S
4606,13.2,7.482,0.178,3.9683,0.136,2458600.5,0.01932548633296009,2.263659897213882,2.219913568807805,2.252554625175092,250.4921647814861,219.3115870960428,39.83456362215179,2.307406225619959,0.2893925245263151,2458462.8510967074,1243.985139523756,1.2374,2.69103,3.617,3.0906e-08,8.1748e-09,7.0707e-08,3.8853e-06,0.00011439,0.00017803,0.00013687,8.3328e-09,1.5676e-09,0.00047274,6.7387e-06,0.46467,0,0,L
4610,11.9,11.266,0.278,3.756,0.214,2458600.5,0.1926962477202279,2.616802902705051,2.112554802330387,13.78418510760524,116.2459520391645,273.9094889367109,229.0817573804016,3.121051003079714,0.2328346194184292,2459162.779969133,1546.161824642755,1.17019,2.45706,3.34,4.9295e-08,1.2473e-08,1.2676e-07,4.7624e-06,2.184e-05,2.5016e-05,1.3129e-05,1.4876e-08,1.6647e-09,5.7756e-05,1.1054e-05,0.44633,0,0,S
4627,11.1,18.719,0.224,9.016,0.051,2458600.5,0.1161045350522643,2.646282259222959,2.339036887898822,11.80160997945768,275.6016484118422,248.9408069110764,73.27001238366579,2.953527630547097,0.2289548385398371,2458280.480502483,1572.362489894974,1.37853,2.18703,3.353,4.3914e-08,1.2397e-08,1.1895e-07,4.2602e-06,2.1021e-05,2.7126e-05,1.7904e-05,1.3836e-08,1.6089e-09,7.8012e-05,1.1049e-05,0.43573,0,0,S
4648,11.5,15.168,0.207,26.31,0.112,2458600.5,0.121999259156384,2.74282525016538,2.40820260164978,15.42273363970339,80.82953573706672,313.6571727480864,90.6648523254655,3.07744789868098,0.2169735853950759,2458182.638755921,1659.188141932092,1.44221,2.33474,3.286,5.095e-08,1.6825e-08,1.4658e-07,4.7839e-06,1.8856e-05,2.6163e-05,1.8824e-05,1.8878e-08,1.9964e-09,8.6121e-05,1.5267e-05,0.43438,0,0,S
4649,13.5,5.026,0.331,3.895,0.104,2458600.5,0.1482061618518931,2.236683804231233,1.905193482329831,4.743784153481396,306.7876606600251,91.865364705164,155.3702208763206,2.568174126132635,0.2946437168113035,2458073.184425252,1221.814616975363,0.919215,2.83824,3.619,4.5367e-08,7.3088e-09,1.0183e-07,4.1723e-06,5.8587e-05,6.0676e-05,1.4105e-05,8.392e-09,1.4442e-09,4.801e-05,5.9888e-06,0.47068,0,0,S
4677,13.6,5.003,0.177,56.72,0.166,2458600.5,0.2142568773153717,2.264543379858768,1.779349386745031,3.742077339284957,30.45684689769472,323.3567419367821,134.0593796857464,2.749737372972505,0.2892231868553857,2458136.9846741944,1244.713482048738,0.775379,2.68669,3.584,5.3892e-08,9.4091e-09,1.2101e-07,5.0709e-06,5.7935e-05,5.8351e-05,7.9804e-06,1.1425e-08,1.8026e-09,2.648e-05,7.7576e-06,0.48928,0,0,S
4705,13.5,5.622,0.244,2.578,0.079,2458600.5,0.1745350619200852,2.267741096511042,1.871940763812765,8.26129237939887,178.4192118485043,283.575391478617,77.23232598921516,2.663541429209318,0.2886116569320225,2458332.90053153,1247.350865265958,0.908829,2.51747,3.581,3.1978e-08,8.2977e-09,7.5149e-08,3.8353e-06,2.4045e-05,2.6852e-05,1.2117e-05,9.7459e-09,1.584e-09,4.1373e-05,6.8461e-06,0.50472,0,0,S
4710,12.5,8.156,0.35,4.164,0.195,2458600.5,0.2560367760431521,2.382369766205787,1.77239549192378,10.23444161785332,113.7929762198227,243.0211575597345,327.4142995751884,2.992344040487795,0.2680342671421027,2458722.072889811,1343.111848490403,0.793273,2.49986,3.471,4.6586e-08,1.2941e-08,1.1043e-07,5.1357e-06,2.7481e-05,2.9741e-05,1.8077e-05,1.6254e-08,2.1839e-09,6.8142e-05,1.0943e-05,0.49836,0,0,S
4712,13.2,6.286,0.381,5.199,0.055,2458600.5,0.07364798507910611,1.926288589988934,1.784421316655377,22.67355472041477,101.4214935950423,152.3570143062782,97.74516367043596,2.068155863322491,0.3686566273436105,2458335.361232864,976.5184545684514,0.778029,3.05695,3.821,4.7848e-08,6.6603e-09,9.2867e-08,4.9095e-06,1.3337e-05,3.8295e-05,3.6317e-05,7.1508e-09,1.912e-09,9.8656e-05,5.0646e-06,0.35397,0,0,A
